customer_id,email,signup_date,country,pricing_plan,acquisition_channel,status,subscription_id,plan,start_date,end_date,status_sub,price,billing_period
usr_0107a3b5,usr_0107a3b5@example.com,2024-01-01,ES,Trial_Basic,Social,cancelled,sub_8dc434,Basic_Annual,2024-01-16,2024-01-15,Active,290.0,monthly
usr_dbf91f35,usr_dbf91f35@example.com,2024-10-27,DE,Trial_Basic,Direct,active,sub_38840a,Trial_Basic,2024-10-27,2024-11-10,Trial,0.0,monthly
usr_d5890afd,usr_d5890afd@example.com,2024-10-17,UK,Trial_Pro,Paid_Search,active,sub_cb0806,Pro_Monthly,2024-12-02,2024-12-01,Active,99.0,monthly
usr_5ff199ee,usr_5ff199ee@example.com,2024-09-08,US,Trial_Pro,Email,cancelled,sub_db1ce9,Basic_Monthly,2024-10-24,2024-10-24,Cancelled,0.0,monthly
usr_794c91ff,usr_794c91ff@example.com,2024-09-13,IN,Trial_Basic,Paid_Search,active,sub_b18b73,Trial_Basic,2024-09-13,2024-09-27,Trial,0.0,monthly
usr_951ffa05,usr_951ffa05@example.com,2024-08-22,IN,Trial_Basic,Email,active,sub_3c99a6,Trial_Basic,2024-08-22,2024-09-05,Trial,0.0,monthly
usr_5b6d6436,usr_5b6d6436@example.com,2024-04-28,DE,Trial_Basic,Referral,cancelled,sub_ecb238,Trial_Basic,2024-04-28,2024-05-12,Trial,0.0,monthly
usr_a6b3e408,usr_a6b3e408@example.com,2024-09-08,UK,Trial_Pro,Direct,cancelled,sub_5590b8,Trial_Pro,2024-09-08,2024-09-22,Trial,0.0,monthly
usr_2067e282,usr_2067e282@example.com,2024-07-11,ES,Trial_Basic,Email,active,sub_4268dc,Trial_Basic,2024-07-11,2024-07-25,Trial,0.0,monthly
usr_e210a3f5,usr_e210a3f5@example.com,2024-05-26,US,Trial_Pro,Organic,cancelled,sub_9b5a53,Trial_Pro,2024-05-26,2024-06-09,Trial,0.0,monthly
usr_37e9a73d,usr_37e9a73d@example.com,2024-03-18,UK,Trial_Basic,Social,cancelled,sub_a57bb4,Basic_Monthly,2024-05-03,2024-05-03,Cancelled,0.0,monthly
usr_14a89aa9,usr_14a89aa9@example.com,2024-10-25,US,Trial_Basic,Social,cancelled,sub_4db5ec,Trial_Basic,2024-10-25,2024-11-08,Trial,0.0,monthly
usr_1c15c773,usr_1c15c773@example.com,2024-11-27,IN,Trial_Basic,Organic,cancelled,sub_6485a8,Basic_Monthly,2024-12-12,2024-12-11,Active,29.0,monthly
usr_a647cfc3,usr_a647cfc3@example.com,2024-09-15,DE,Trial_Pro,Social,active,sub_67fdb7,Trial_Pro,2024-09-15,2024-09-29,Trial,0.0,monthly
usr_395f16cc,usr_395f16cc@example.com,2024-10-07,ES,Free,Social,cancelled,,,,,,,
usr_43afd06c,usr_43afd06c@example.com,2024-01-06,ES,Trial_Basic,Direct,cancelled,sub_664779,Trial_Basic,2024-01-06,2024-01-20,Trial,0.0,monthly
usr_b3863669,usr_b3863669@example.com,2024-03-04,UK,Trial_Pro,Direct,active,sub_a23449,Trial_Pro,2024-03-04,2024-03-18,Trial,0.0,monthly
usr_5fd11eca,usr_5fd11eca@example.com,2024-09-23,DE,Free,Social,active,,,,,,,
usr_2db7e448,usr_2db7e448@example.com,2024-12-20,US,Trial_Basic,Paid_Search,active,sub_cc2f89,Trial_Basic,2024-12-20,2025-01-03,Trial,0.0,monthly
usr_b1765909,usr_b1765909@example.com,2024-06-09,UK,Trial_Pro,Referral,cancelled,sub_1b3216,Trial_Pro,2024-06-09,2024-06-23,Trial,0.0,monthly
usr_25948ea4,usr_25948ea4@example.com,2024-09-10,UK,Trial_Pro,Organic,active,sub_e104ef,Trial_Pro,2024-09-10,2024-09-24,Trial,0.0,monthly
usr_6a878bcd,usr_6a878bcd@example.com,2024-06-26,US,Trial_Pro,Direct,cancelled,sub_8d2e05,Trial_Pro,2024-06-26,2024-07-10,Trial,0.0,monthly
usr_79985d93,usr_79985d93@example.com,2024-12-27,IN,Trial_Pro,Paid_Search,cancelled,sub_5d6cab,Trial_Pro,2024-12-27,2025-01-10,Trial,0.0,monthly
usr_0f2ec756,usr_0f2ec756@example.com,2024-11-16,US,Trial_Basic,Organic,cancelled,sub_7fb520,Trial_Basic,2024-11-16,2024-11-30,Trial,0.0,monthly
usr_bc840368,usr_bc840368@example.com,2024-11-17,ES,Trial_Basic,Organic,cancelled,sub_b22fdf,Trial_Basic,2024-11-17,2024-12-01,Trial,0.0,monthly
usr_e28f34f2,usr_e28f34f2@example.com,2024-02-19,DE,Free,Email,active,,,,,,,
usr_81759665,usr_81759665@example.com,2024-09-20,UK,Trial_Pro,Social,cancelled,sub_dfccf2,Pro_Monthly,2024-11-05,2024-11-05,Cancelled,0.0,monthly
usr_4e61d1a4,usr_4e61d1a4@example.com,2024-09-09,FR,Free,Referral,cancelled,,,,,,,
usr_05f9e94d,usr_05f9e94d@example.com,2024-03-04,IN,Trial_Basic,Referral,active,sub_1bb514,Basic_Monthly,2024-04-19,2024-04-18,Active,29.0,monthly
usr_f93fccdc,usr_f93fccdc@example.com,2024-10-24,FR,Trial_Basic,Social,active,sub_540fb8,Trial_Basic,2024-10-24,2024-11-07,Trial,0.0,monthly
usr_c176d52e,usr_c176d52e@example.com,2024-12-12,ES,Trial_Pro,Direct,cancelled,sub_8a7e69,Trial_Pro,2024-12-12,2024-12-26,Trial,0.0,monthly
usr_c3e8b803,usr_c3e8b803@example.com,2024-02-18,UK,Trial_Basic,Paid_Search,cancelled,sub_076bc9,Trial_Basic,2024-02-18,2024-03-03,Trial,0.0,monthly
usr_3bd7a7ff,usr_3bd7a7ff@example.com,2024-11-07,DE,Free,Organic,cancelled,,,,,,,
usr_1b8e36cd,usr_1b8e36cd@example.com,2024-03-25,FR,Trial_Basic,Paid_Search,cancelled,sub_1c4eab,Trial_Basic,2024-03-25,2024-04-08,Trial,0.0,monthly
usr_f414c400,usr_f414c400@example.com,2024-02-19,UK,Trial_Basic,Referral,active,sub_27a254,Trial_Basic,2024-02-19,2024-03-04,Trial,0.0,monthly
usr_87b81e32,usr_87b81e32@example.com,2024-05-31,DE,Trial_Pro,Email,active,sub_255675,Basic_Monthly,2024-07-16,2024-07-15,Active,29.0,monthly
usr_bae9f3ac,usr_bae9f3ac@example.com,2024-08-15,UK,Trial_Pro,Referral,active,sub_af854f,Trial_Pro,2024-08-15,2024-08-29,Trial,0.0,monthly
usr_816f44c2,usr_816f44c2@example.com,2024-07-05,DE,Trial_Basic,Paid_Search,active,sub_f25d48,Trial_Basic,2024-07-05,2024-07-19,Trial,0.0,monthly
usr_34303fe3,usr_34303fe3@example.com,2024-10-09,DE,Trial_Basic,Social,active,sub_b705fb,Trial_Basic,2024-10-09,2024-10-23,Trial,0.0,monthly
usr_3547307c,usr_3547307c@example.com,2024-05-03,UK,Trial_Basic,Referral,active,sub_986ab3,Trial_Basic,2024-05-03,2024-05-17,Trial,0.0,monthly
usr_7ea38412,usr_7ea38412@example.com,2024-01-07,UK,Trial_Pro,Paid_Search,cancelled,sub_fa96c6,Basic_Annual,2024-01-22,2024-01-21,Active,290.0,monthly
usr_16d3812b,usr_16d3812b@example.com,2024-03-28,ES,Trial_Basic,Organic,active,sub_f46c62,Trial_Basic,2024-03-28,2024-04-11,Trial,0.0,monthly
usr_a79a1d16,usr_a79a1d16@example.com,2024-08-25,US,Trial_Pro,Paid_Search,active,sub_caf53f,Trial_Pro,2024-08-25,2024-09-08,Trial,0.0,monthly
usr_550ed7b6,usr_550ed7b6@example.com,2024-01-18,ES,Trial_Pro,Direct,active,sub_4c33ed,Trial_Pro,2024-01-18,2024-02-01,Trial,0.0,monthly
usr_c8337a29,usr_c8337a29@example.com,2024-09-15,US,Trial_Basic,Direct,active,sub_0c0509,Basic_Annual,2024-09-30,2024-09-29,Active,290.0,monthly
usr_6e5f657b,usr_6e5f657b@example.com,2024-08-01,DE,Trial_Basic,Email,active,sub_5de328,Trial_Basic,2024-08-01,2024-08-15,Trial,0.0,monthly
usr_96242ede,usr_96242ede@example.com,2024-04-22,IN,Trial_Pro,Organic,cancelled,sub_a80081,Trial_Pro,2024-04-22,2024-05-06,Trial,0.0,monthly
usr_4e484c26,usr_4e484c26@example.com,2024-02-25,IN,Trial_Basic,Organic,cancelled,sub_b67d73,Trial_Basic,2024-02-25,2024-03-10,Trial,0.0,monthly
usr_4e65196f,usr_4e65196f@example.com,2024-05-05,US,Trial_Pro,Paid_Search,active,sub_de6647,Trial_Pro,2024-05-05,2024-05-19,Trial,0.0,monthly
usr_8041bbe3,usr_8041bbe3@example.com,2024-09-27,IN,Trial_Pro,Social,cancelled,sub_718732,Trial_Pro,2024-09-27,2024-10-11,Trial,0.0,monthly
usr_cd33bb85,usr_cd33bb85@example.com,2024-07-31,UK,Free,Direct,cancelled,,,,,,,
usr_bdafd3d7,usr_bdafd3d7@example.com,2024-03-28,US,Trial_Pro,Paid_Search,active,sub_b2b106,Basic_Monthly,2024-05-13,2024-05-12,Active,29.0,monthly
usr_fe5b522a,usr_fe5b522a@example.com,2024-11-10,UK,Trial_Pro,Paid_Search,cancelled,sub_3d30df,Basic_Annual,2024-11-25,2024-11-24,Active,290.0,monthly
usr_ba035636,usr_ba035636@example.com,2024-05-24,FR,Trial_Basic,Email,active,sub_6a2d49,Trial_Basic,2024-05-24,2024-06-07,Trial,0.0,monthly
usr_443e6513,usr_443e6513@example.com,2024-02-24,DE,Free,Direct,active,,,,,,,
usr_780884b9,usr_780884b9@example.com,2024-11-24,UK,Trial_Basic,Paid_Search,cancelled,sub_eda0e3,Basic_Monthly,2024-12-09,2024-12-08,Active,29.0,monthly
usr_5d5cc176,usr_5d5cc176@example.com,2024-10-30,ES,Trial_Basic,Social,cancelled,sub_a2fdf2,Trial_Basic,2024-10-30,2024-11-13,Trial,0.0,monthly
usr_11ecd2c2,usr_11ecd2c2@example.com,2024-11-18,FR,Trial_Pro,Email,cancelled,sub_26fad4,Trial_Pro,2024-11-18,2024-12-02,Trial,0.0,monthly
usr_62fc8235,usr_62fc8235@example.com,2024-09-26,US,Trial_Basic,Social,cancelled,sub_ee7167,Trial_Basic,2024-09-26,2024-10-10,Trial,0.0,monthly
usr_a4d2d9e7,usr_a4d2d9e7@example.com,2024-08-27,FR,Trial_Basic,Social,cancelled,sub_2e751b,Trial_Basic,2024-08-27,2024-09-10,Trial,0.0,monthly
usr_30a82298,usr_30a82298@example.com,2024-12-16,UK,Trial_Basic,Paid_Search,active,sub_b48e13,Basic_Monthly,2024-12-31,2024-12-30,Active,29.0,monthly
usr_70656657,usr_70656657@example.com,2024-10-23,IN,Free,Paid_Search,cancelled,,,,,,,
usr_903d17fb,usr_903d17fb@example.com,2024-03-18,FR,Trial_Basic,Paid_Search,cancelled,sub_af8841,Basic_Monthly,2024-05-03,2024-05-02,Active,29.0,monthly
usr_a89017ed,usr_a89017ed@example.com,2024-02-25,FR,Trial_Pro,Paid_Search,cancelled,sub_cc1574,Trial_Pro,2024-02-25,2024-03-10,Trial,0.0,monthly
usr_6756b11f,usr_6756b11f@example.com,2024-01-10,UK,Free,Social,active,,,,,,,
usr_fab1835f,usr_fab1835f@example.com,2024-02-07,DE,Trial_Pro,Organic,cancelled,sub_e3ba04,Trial_Pro,2024-02-07,2024-02-21,Trial,0.0,monthly
usr_0041ddf7,usr_0041ddf7@example.com,2024-12-08,US,Trial_Pro,Paid_Search,active,sub_3fcfc5,Trial_Pro,2024-12-08,2024-12-22,Trial,0.0,monthly
usr_67d13249,usr_67d13249@example.com,2024-03-07,UK,Trial_Basic,Referral,cancelled,sub_bec9d1,Trial_Basic,2024-03-07,2024-03-21,Trial,0.0,monthly
usr_85a87345,usr_85a87345@example.com,2024-09-29,US,Trial_Basic,Social,active,sub_a65bc0,Trial_Basic,2024-09-29,2024-10-13,Trial,0.0,monthly
usr_f6197624,usr_f6197624@example.com,2024-10-29,FR,Trial_Pro,Referral,active,sub_9d5f8b,Trial_Pro,2024-10-29,2024-11-12,Trial,0.0,monthly
usr_56b906c4,usr_56b906c4@example.com,2024-01-08,UK,Trial_Pro,Referral,cancelled,sub_cf8c45,Trial_Pro,2024-01-08,2024-01-22,Trial,0.0,monthly
usr_80738591,usr_80738591@example.com,2024-04-02,DE,Trial_Pro,Paid_Search,cancelled,sub_07b9dd,Trial_Pro,2024-04-02,2024-04-16,Trial,0.0,monthly
usr_f3b5c376,usr_f3b5c376@example.com,2024-11-23,DE,Trial_Basic,Social,active,sub_d33002,Trial_Basic,2024-11-23,2024-12-07,Trial,0.0,monthly
usr_ce7af633,usr_ce7af633@example.com,2024-01-25,US,Trial_Basic,Direct,active,sub_07b088,Trial_Basic,2024-01-25,2024-02-08,Trial,0.0,monthly
usr_eef9efb9,usr_eef9efb9@example.com,2024-09-14,ES,Free,Direct,active,,,,,,,
usr_ec23347a,usr_ec23347a@example.com,2024-04-17,ES,Trial_Pro,Referral,cancelled,sub_990535,Trial_Pro,2024-04-17,2024-05-01,Trial,0.0,monthly
usr_55c6d3c7,usr_55c6d3c7@example.com,2024-07-22,ES,Trial_Basic,Paid_Search,cancelled,sub_e218cb,Trial_Basic,2024-07-22,2024-08-05,Trial,0.0,monthly
usr_9a2724b5,usr_9a2724b5@example.com,2024-07-01,ES,Trial_Pro,Email,cancelled,sub_c5a27b,Trial_Pro,2024-07-01,2024-07-15,Trial,0.0,monthly
usr_12469f2a,usr_12469f2a@example.com,2024-10-25,IN,Trial_Pro,Email,cancelled,sub_ceab68,Trial_Pro,2024-10-25,2024-11-08,Trial,0.0,monthly
usr_dce7e504,usr_dce7e504@example.com,2024-04-22,ES,Trial_Basic,Organic,cancelled,sub_03c383,Trial_Basic,2024-04-22,2024-05-06,Trial,0.0,monthly
usr_ba7183ab,usr_ba7183ab@example.com,2024-03-04,FR,Trial_Basic,Organic,cancelled,sub_821cf4,Trial_Basic,2024-03-04,2024-03-18,Trial,0.0,monthly
usr_d86fa80c,usr_d86fa80c@example.com,2024-03-01,UK,Trial_Basic,Paid_Search,cancelled,sub_5c0a5f,Trial_Basic,2024-03-01,2024-03-15,Trial,0.0,monthly
usr_ffbb2038,usr_ffbb2038@example.com,2024-11-16,ES,Free,Referral,cancelled,,,,,,,
usr_c7007ae5,usr_c7007ae5@example.com,2024-01-25,IN,Trial_Basic,Social,cancelled,sub_9166c6,Trial_Basic,2024-01-25,2024-02-08,Trial,0.0,monthly
usr_8f0ccfca,usr_8f0ccfca@example.com,2024-03-15,UK,Trial_Pro,Paid_Search,active,sub_14b507,Trial_Pro,2024-03-15,2024-03-29,Trial,0.0,monthly
usr_fe0bcc1f,usr_fe0bcc1f@example.com,2024-04-12,DE,Trial_Pro,Referral,active,sub_41796c,Trial_Pro,2024-04-12,2024-04-26,Trial,0.0,monthly
usr_5e9cc1a0,usr_5e9cc1a0@example.com,2024-05-12,FR,Free,Social,active,,,,,,,
usr_9f8afada,usr_9f8afada@example.com,2024-05-12,DE,Free,Organic,cancelled,,,,,,,
usr_1a8fef8d,usr_1a8fef8d@example.com,2024-04-23,UK,Trial_Basic,Email,active,sub_3f0f34,Pro_Monthly,2024-06-08,2024-06-07,Active,99.0,monthly
usr_fbdfffcd,usr_fbdfffcd@example.com,2024-06-19,FR,Trial_Basic,Email,cancelled,sub_f94945,Trial_Basic,2024-06-19,2024-07-03,Trial,0.0,monthly
usr_9285c1b7,usr_9285c1b7@example.com,2024-01-24,UK,Trial_Pro,Organic,active,sub_2cfa00,Trial_Pro,2024-01-24,2024-02-07,Trial,0.0,monthly
usr_1e9f703c,usr_1e9f703c@example.com,2024-11-04,IN,Free,Referral,cancelled,,,,,,,
usr_c3d5efa9,usr_c3d5efa9@example.com,2024-11-01,FR,Trial_Pro,Organic,active,sub_99c1cb,Trial_Pro,2024-11-01,2024-11-15,Trial,0.0,monthly
usr_f08a4295,usr_f08a4295@example.com,2024-05-16,ES,Free,Email,active,,,,,,,
usr_34b49c64,usr_34b49c64@example.com,2024-06-25,UK,Trial_Pro,Paid_Search,active,sub_684d19,Basic_Monthly,2024-08-10,2024-08-09,Active,29.0,monthly
usr_4a654a3c,usr_4a654a3c@example.com,2024-03-15,FR,Trial_Basic,Organic,cancelled,sub_29ca18,Trial_Basic,2024-03-15,2024-03-29,Trial,0.0,monthly
usr_3f02f120,usr_3f02f120@example.com,2024-04-08,DE,Trial_Pro,Referral,active,sub_006bb4,Basic_Monthly,2024-05-24,2024-05-24,Cancelled,0.0,monthly
usr_a9718a67,usr_a9718a67@example.com,2024-10-17,ES,Trial_Basic,Direct,active,sub_d7f6f7,Trial_Basic,2024-10-17,2024-10-31,Trial,0.0,monthly
usr_429a3b82,usr_429a3b82@example.com,2024-09-27,IN,Trial_Basic,Paid_Search,cancelled,sub_9bd3a4,Trial_Basic,2024-09-27,2024-10-11,Trial,0.0,monthly
usr_31c41a16,usr_31c41a16@example.com,2024-01-05,DE,Trial_Pro,Direct,active,sub_632abc,Trial_Pro,2024-01-05,2024-01-19,Trial,0.0,monthly
usr_0ae0d575,usr_0ae0d575@example.com,2024-05-08,IN,Trial_Pro,Social,active,sub_cb97a7,Trial_Pro,2024-05-08,2024-05-22,Trial,0.0,monthly
usr_ca34f69b,usr_ca34f69b@example.com,2024-09-26,IN,Trial_Basic,Organic,cancelled,sub_45e36b,Pro_Monthly,2024-11-11,2024-11-10,Active,99.0,monthly
usr_a2539906,usr_a2539906@example.com,2024-01-15,FR,Trial_Pro,Organic,cancelled,sub_ed466e,Trial_Pro,2024-01-15,2024-01-29,Trial,0.0,monthly
usr_9c2d547b,usr_9c2d547b@example.com,2024-06-30,FR,Trial_Basic,Referral,cancelled,sub_d59c2b,Pro_Annual,2024-07-15,2024-07-14,Active,990.0,monthly
usr_f1a7a5f9,usr_f1a7a5f9@example.com,2024-05-30,FR,Trial_Basic,Direct,active,sub_4dedb8,Pro_Monthly,2024-07-15,2024-07-14,Active,99.0,monthly
usr_1dc9246f,usr_1dc9246f@example.com,2024-02-05,UK,Trial_Pro,Email,active,sub_e82402,Trial_Pro,2024-02-05,2024-02-19,Trial,0.0,monthly
usr_b1868f96,usr_b1868f96@example.com,2024-04-18,UK,Trial_Basic,Direct,cancelled,sub_5bdd62,Trial_Basic,2024-04-18,2024-05-02,Trial,0.0,monthly
usr_453882f6,usr_453882f6@example.com,2024-02-16,US,Free,Email,active,,,,,,,
usr_6e7da571,usr_6e7da571@example.com,2024-09-25,ES,Trial_Pro,Social,active,sub_2b754f,Basic_Monthly,2024-11-10,2024-11-09,Active,29.0,monthly
usr_1355f376,usr_1355f376@example.com,2024-04-06,FR,Trial_Pro,Email,active,sub_18a986,Basic_Annual,2024-04-21,2024-04-20,Active,290.0,monthly
usr_d9a76079,usr_d9a76079@example.com,2024-12-28,ES,Trial_Basic,Referral,cancelled,sub_c5d068,Trial_Basic,2024-12-28,2025-01-11,Trial,0.0,monthly
usr_091efd98,usr_091efd98@example.com,2024-09-06,US,Trial_Pro,Direct,active,sub_ed4550,Pro_Annual,2024-09-21,2024-09-20,Active,990.0,monthly
usr_7e86f6ff,usr_7e86f6ff@example.com,2024-02-13,FR,Trial_Pro,Email,active,sub_ade5a0,Trial_Pro,2024-02-13,2024-02-27,Trial,0.0,monthly
usr_3043f6ba,usr_3043f6ba@example.com,2024-08-17,US,Trial_Basic,Paid_Search,active,sub_71bb76,Pro_Annual,2024-09-01,2024-08-31,Active,990.0,monthly
usr_9871febf,usr_9871febf@example.com,2024-02-08,UK,Trial_Pro,Referral,active,sub_defa4d,Trial_Pro,2024-02-08,2024-02-22,Trial,0.0,monthly
usr_360446a3,usr_360446a3@example.com,2024-02-07,FR,Trial_Basic,Email,active,sub_682656,Pro_Monthly,2024-03-24,2024-03-23,Active,99.0,monthly
usr_7978e51f,usr_7978e51f@example.com,2024-05-14,FR,Trial_Pro,Referral,active,sub_611430,Trial_Pro,2024-05-14,2024-05-28,Trial,0.0,monthly
usr_d14bef27,usr_d14bef27@example.com,2024-11-06,IN,Free,Direct,cancelled,,,,,,,
usr_67b4a60c,usr_67b4a60c@example.com,2024-09-20,DE,Trial_Basic,Organic,active,sub_8a685a,Trial_Basic,2024-09-20,2024-10-04,Trial,0.0,monthly
usr_41f19e73,usr_41f19e73@example.com,2024-04-12,IN,Trial_Basic,Email,active,sub_fd7a1e,Trial_Basic,2024-04-12,2024-04-26,Trial,0.0,monthly
usr_2b2450ae,usr_2b2450ae@example.com,2024-03-05,ES,Trial_Pro,Paid_Search,active,sub_2bff46,Trial_Pro,2024-03-05,2024-03-19,Trial,0.0,monthly
usr_a0f526a4,usr_a0f526a4@example.com,2024-02-26,DE,Free,Organic,active,,,,,,,
usr_7e4f7814,usr_7e4f7814@example.com,2024-10-09,DE,Trial_Pro,Referral,active,sub_691cbe,Trial_Pro,2024-10-09,2024-10-23,Trial,0.0,monthly
usr_da0f4a62,usr_da0f4a62@example.com,2024-05-25,US,Trial_Basic,Referral,active,sub_931b83,Trial_Basic,2024-05-25,2024-06-08,Trial,0.0,monthly
usr_bf3ed6d6,usr_bf3ed6d6@example.com,2024-11-29,FR,Free,Email,cancelled,,,,,,,
usr_da4490ad,usr_da4490ad@example.com,2024-03-07,FR,Trial_Pro,Paid_Search,cancelled,sub_ddf0a9,Pro_Annual,2024-03-22,2024-03-21,Active,990.0,monthly
usr_44f11e58,usr_44f11e58@example.com,2024-10-23,ES,Trial_Basic,Organic,cancelled,sub_ad7627,Trial_Basic,2024-10-23,2024-11-06,Trial,0.0,monthly
usr_0e758a6f,usr_0e758a6f@example.com,2024-04-30,ES,Trial_Pro,Email,cancelled,sub_88fc0a,Trial_Pro,2024-04-30,2024-05-14,Trial,0.0,monthly
usr_86332237,usr_86332237@example.com,2024-01-06,DE,Trial_Basic,Social,active,sub_df3c7f,Trial_Basic,2024-01-06,2024-01-20,Trial,0.0,monthly
usr_15c93f62,usr_15c93f62@example.com,2024-11-09,DE,Trial_Basic,Direct,active,sub_f2a74f,Trial_Basic,2024-11-09,2024-11-23,Trial,0.0,monthly
usr_9367205a,usr_9367205a@example.com,2024-01-03,DE,Trial_Basic,Organic,cancelled,sub_9123fc,Trial_Basic,2024-01-03,2024-01-17,Trial,0.0,monthly
usr_d5676822,usr_d5676822@example.com,2024-06-26,DE,Trial_Pro,Email,active,sub_3feae1,Trial_Pro,2024-06-26,2024-07-10,Trial,0.0,monthly
usr_bb17a7d2,usr_bb17a7d2@example.com,2024-12-26,ES,Free,Referral,cancelled,,,,,,,
usr_4170fd01,usr_4170fd01@example.com,2024-02-09,UK,Trial_Basic,Social,active,sub_a9b973,Trial_Basic,2024-02-09,2024-02-23,Trial,0.0,monthly
usr_faf2f84a,usr_faf2f84a@example.com,2024-07-08,FR,Trial_Basic,Referral,cancelled,sub_342b48,Trial_Basic,2024-07-08,2024-07-22,Trial,0.0,monthly
usr_4b26033c,usr_4b26033c@example.com,2024-02-16,FR,Trial_Basic,Organic,active,sub_764124,Trial_Basic,2024-02-16,2024-03-01,Trial,0.0,monthly
usr_63c022d0,usr_63c022d0@example.com,2024-10-14,IN,Trial_Basic,Social,active,sub_d01ed5,Trial_Basic,2024-10-14,2024-10-28,Trial,0.0,monthly
usr_69ba5515,usr_69ba5515@example.com,2024-06-14,UK,Trial_Pro,Organic,cancelled,sub_f7e16e,Trial_Pro,2024-06-14,2024-06-28,Trial,0.0,monthly
usr_9cf92a7c,usr_9cf92a7c@example.com,2024-07-04,ES,Free,Email,active,,,,,,,
usr_cade1950,usr_cade1950@example.com,2024-07-21,US,Free,Organic,active,,,,,,,
usr_440a6097,usr_440a6097@example.com,2024-11-15,FR,Free,Organic,cancelled,,,,,,,
usr_cd859fbd,usr_cd859fbd@example.com,2024-05-31,IN,Trial_Basic,Paid_Search,active,sub_fae1c6,Trial_Basic,2024-05-31,2024-06-14,Trial,0.0,monthly
usr_2782886e,usr_2782886e@example.com,2024-03-03,DE,Free,Direct,cancelled,,,,,,,
usr_75508346,usr_75508346@example.com,2024-05-18,ES,Free,Paid_Search,active,,,,,,,
usr_5c87b6b9,usr_5c87b6b9@example.com,2024-01-05,UK,Trial_Pro,Direct,active,sub_dab463,Trial_Pro,2024-01-05,2024-01-19,Trial,0.0,monthly
usr_c38c27fa,usr_c38c27fa@example.com,2024-10-10,DE,Trial_Pro,Social,active,sub_6da739,Trial_Pro,2024-10-10,2024-10-24,Trial,0.0,monthly
usr_84cc0fb7,usr_84cc0fb7@example.com,2024-09-20,UK,Free,Paid_Search,cancelled,,,,,,,
usr_b4532e8f,usr_b4532e8f@example.com,2024-02-01,IN,Trial_Basic,Paid_Search,active,sub_668136,Trial_Basic,2024-02-01,2024-02-15,Trial,0.0,monthly
usr_ea69171b,usr_ea69171b@example.com,2024-08-05,UK,Trial_Pro,Email,active,sub_260dfd,Basic_Monthly,2024-09-20,2024-09-19,Active,29.0,monthly
usr_96d9accd,usr_96d9accd@example.com,2024-12-18,US,Trial_Pro,Organic,cancelled,sub_ee84ce,Trial_Pro,2024-12-18,2025-01-01,Trial,0.0,monthly
usr_20d19cc8,usr_20d19cc8@example.com,2024-02-27,IN,Trial_Pro,Email,cancelled,sub_d85cc3,Trial_Pro,2024-02-27,2024-03-12,Trial,0.0,monthly
usr_07838db5,usr_07838db5@example.com,2024-03-28,DE,Trial_Basic,Organic,active,sub_07e426,Trial_Basic,2024-03-28,2024-04-11,Trial,0.0,monthly
usr_1333f1e7,usr_1333f1e7@example.com,2024-11-28,UK,Trial_Basic,Email,cancelled,sub_782e60,Trial_Basic,2024-11-28,2024-12-12,Trial,0.0,monthly
usr_6476be10,usr_6476be10@example.com,2024-02-23,UK,Free,Organic,cancelled,,,,,,,
usr_efaf37e4,usr_efaf37e4@example.com,2024-06-09,DE,Trial_Basic,Direct,cancelled,sub_266547,Trial_Basic,2024-06-09,2024-06-23,Trial,0.0,monthly
usr_8f649082,usr_8f649082@example.com,2024-05-15,IN,Free,Organic,active,,,,,,,
usr_3194f63a,usr_3194f63a@example.com,2024-03-19,DE,Trial_Basic,Direct,active,sub_586db6,Trial_Basic,2024-03-19,2024-04-02,Trial,0.0,monthly
usr_de149681,usr_de149681@example.com,2024-04-17,DE,Free,Paid_Search,cancelled,,,,,,,
usr_f1eb5974,usr_f1eb5974@example.com,2024-10-09,US,Free,Paid_Search,active,,,,,,,
usr_66312159,usr_66312159@example.com,2024-03-22,US,Trial_Pro,Organic,active,sub_cd1026,Pro_Monthly,2024-05-07,2024-05-07,Cancelled,0.0,monthly
usr_21d8cad3,usr_21d8cad3@example.com,2024-10-31,UK,Trial_Pro,Referral,cancelled,sub_bbe240,Trial_Pro,2024-10-31,2024-11-14,Trial,0.0,monthly
usr_3102f6bd,usr_3102f6bd@example.com,2024-02-24,ES,Trial_Basic,Email,cancelled,sub_758b3c,Trial_Basic,2024-02-24,2024-03-09,Trial,0.0,monthly
usr_b51bc25d,usr_b51bc25d@example.com,2024-02-16,FR,Trial_Pro,Referral,active,sub_d6fa7e,Trial_Pro,2024-02-16,2024-03-01,Trial,0.0,monthly
usr_8337a36c,usr_8337a36c@example.com,2024-05-26,UK,Trial_Pro,Organic,cancelled,sub_93c001,Trial_Pro,2024-05-26,2024-06-09,Trial,0.0,monthly
usr_a5097dc3,usr_a5097dc3@example.com,2024-03-22,US,Trial_Pro,Paid_Search,cancelled,sub_6099dd,Trial_Pro,2024-03-22,2024-04-05,Trial,0.0,monthly
usr_731d32e8,usr_731d32e8@example.com,2024-09-28,IN,Trial_Basic,Paid_Search,active,sub_c56fb0,Trial_Basic,2024-09-28,2024-10-12,Trial,0.0,monthly
usr_62216b37,usr_62216b37@example.com,2024-12-07,US,Trial_Pro,Email,active,sub_26702b,Trial_Pro,2024-12-07,2024-12-21,Trial,0.0,monthly
